"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
107,3/31/2023 0:00:00,57,0,0,0,0,60813903,2474446,2018149,76941482,0,60813903,2474446,2018149,0,0,0,59,0,0,0,0,92022,3,0,0,0,0,0,0,0,357247,0,272294,0,0,0,0,0,0,0,0,0,0,0,44376,0,0,0,0,0,0,0,0,195640,0,44577,233971,11988,25833,17415,0,0,0,0,6014,5702,11573155,0,0,1183357,0,0,0,0,1860637,2004793,0,0,0,8473,416,3713,472,8605,0,439,13645,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,629541,0,131553,91970,0,128263,0,239307,0,0,0,0,0,0,0,0,757686,6095079,0,0,0,0,0,0,0,0,0,0,11468381,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,3291197,0,0,0,0,0,0,0,0,0,6900000,0,0,651173,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,3/31/2023 0:00:00,58,0,0,0,0,30522225,5143182,0,44613120,0,30522225,5143182,0,0,0,0,7,0,0,0,0,22022,2,0,0,0,0,0,0,0,196321,0,125596,0,0,0,0,0,0,0,0,0,0,0,16273,0,0,0,0,0,0,0,0,157482,3742,21177,76063,2593,13954,1626,0,0,0,0,1799,12093,5171351,0,0,6230177,0,0,0,0,211851,631021,0,0,0,0,181,1743,171,3963,207,194,6459,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,321917,0,24142,27627,0,27903,251621,26922,162105,0,0,0,0,0,0,0,773070,330040,0,0,0,0,0,0,0,0,0,0,8420193,1887,0,0,0,3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3/31/2023 0:00:00,59,0,0,0,0,25829748,3205935,737639,35938777,0,26575748,3205935,737639,0,0,0,0,0,0,0,0,92022,2,0,0,0,0,0,0,0,259835,0,62683,0,0,0,0,0,0,0,0,0,0,0,1945,0,0,0,0,0,0,0,0,50593,892,17520,19310,0,404,0,0,0,0,0,1223,10326,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,149,32,51,643,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,322518,0,22613,216016,0,16106,0,0,158940,0,0,0,0,0,0,0,39646,2686475,0,0,0,0,0,0,0,0,0,0,5109504,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3/31/2023 0:00:00,62,0,0,0,0,73614532,11263758,0,97299834,0,73614532,11263758,0,0,0,0,23,0,0,0,0,122022,2,0,0,0,0,0,0,0,167544,0,391455,0,0,0,0,0,0,0,0,0,0,0,29516,0,0,0,0,0,0,0,0,187123,10883,2507,127787,0,6708,5784,0,4052,0,0,5424,6948,660190,0,0,504726,0,0,0,0,430286,2144169,0,0,0,0,769,1572,438,3739,1023,0,7541,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,558999,0,-201995,307453,0,-322445,0,91140,0,0,0,0,0,0,0,0,405908,3584679,0,0,0,0,0,0,0,0,0,0,21318023,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,383875,0,0,0,0,0,3000000,0,0,3000000,17079580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3/31/2023 0:00:00,63,0,0,0,0,117201592,2166343,146063,129252546,0,117201592,2166343,146063,0,0,0,0,0,0,0,0,62022,3,0,0,0,0,0,0,0,634495,0,365699,0,0,0,0,0,0,0,0,0,0,0,174168,0,0,0,0,0,0,0,0,438617,3414,47301,229526,13449,87986,71667,0,0,0,0,0,18270,10777805,0,0,1436166,0,0,0,0,0,6659079,0,0,0,-30196,304,3873,156,11176,0,360,15869,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,1000194,0,211195,63418,0,237741,0,104639,0,0,0,0,0,0,0,0,523327,17030489,0,0,0,0,0,0,0,0,-572096,0,10213319,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5240000,0,0,1979071,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3/31/2023 0:00:00,69,0,0,0,0,951712,0,0,1106276,0,951712,0,0,0,0,0,8,0,0,0,0,32023,2,0,0,0,0,0,0,0,4672,0,5201,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,6654,0,0,4286,0,1167,406,0,0,0,0,0,217,7545,0,0,278,0,0,0,0,0,183318,0,0,0,0,0,0,0,155,27,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9639,0,2116,138,0,-5513,0,3333,0,0,0,0,0,0,0,0,344,182631,0,0,0,0,0,0,0,0,0,0,151957,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3/31/2023 0:00:00,70,0,0,0,0,70790802,4746681,928188,86114053,0,70790802,4746681,928188,0,0,0,25,0,0,0,0,62022,2,0,0,0,0,0,0,0,565547,0,222619,0,0,0,0,0,0,0,0,0,0,0,76098,0,0,0,0,0,0,0,0,295498,3635,22271,107545,6930,58100,150036,0,3474,0,0,7421,0,11214893,0,0,9189241,0,0,0,0,942348,430441,0,0,0,0,432,2738,166,6030,262,106,9734,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,788166,0,199515,88327,0,243276,0,313544,15325,0,0,0,0,0,0,0,698833,2842808,0,0,0,0,0,0,0,0,0,0,7979426,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,7106083,0,0,0,0,0,923729,0,0,923729,21915156,0,0,422091,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3/31/2023 0:00:00,72,0,0,0,0,41402341,80361,96851,44492104,0,41402341,80361,96851,0,0,0,35,0,0,0,0,122022,3,0,0,0,0,0,0,0,259427,0,86357,0,0,0,0,0,0,0,0,0,0,0,29962,0,0,0,0,0,0,0,0,156813,1080,28607,88085,1360,38224,60104,0,0,0,0,2773,7474,14857371,0,0,4980788,0,0,0,0,564254,388931,0,0,0,0,66,3543,55,10179,29,0,13872,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,345784,0,143850,5867,0,103010,0,72987,72,0,60000,0,0,0,0,0,586819,1885200,0,0,0,0,0,0,0,0,0,0,3416029,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,19382783,0,0,0,0,0,0,0,0,0,3650000,0,0,713384,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,3/31/2023 0:00:00,74,0,0,0,0,5314760,0,0,5763386,0,5314760,0,0,0,0,0,0,0,0,0,0,62022,2,0,0,0,0,0,0,0,27331,-1028,14160,0,0,0,0,0,0,0,0,0,0,0,1465,0,0,0,0,0,0,0,0,7226,0,0,2793,0,730,1375,0,0,0,0,246,0,1824993,0,0,1225981,0,0,0,0,0,42545,0,0,0,0,0,0,0,369,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,42519,0,-348,13295,0,15906,0,0,0,0,0,0,0,0,0,0,0,143355,0,0,0,0,0,0,0,0,0,0,463583,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636490,0,0,40549,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3/31/2023 0:00:00,75,0,0,0,0,1476942,0,0,1616511,0,1476942,0,0,0,0,0,0,0,0,0,0,122022,2,0,0,0,0,0,0,0,6817,0,1252,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1615,0,0,946,0,0,266,0,0,0,0,0,0,498534,0,0,217499,0,0,0,0,0,19160,0,0,0,0,0,0,0,126,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8069,0,2,4000,0,1244,0,0,0,0,0,0,0,0,0,0,0,149047,0,0,0,0,0,0,0,0,0,0,139339,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3/31/2023 0:00:00,77,0,0,0,0,371651991,15987495,6697127,479628754,0,371651991,15987495,6697127,0,0,0,193,0,0,0,0,62022,2,0,0,0,0,0,0,0,3556509,0,1397496,0,0,0,0,0,0,0,0,0,0,0,442638,0,0,0,0,0,0,0,0,2130653,34560,102598,752310,161715,266701,438392,0,6996,0,0,18261,300680,27607137,0,0,37107377,0,0,0,0,17342373,19964441,0,0,0,0,1320,14264,678,30620,0,2023,48905,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,4954005,0,1614340,1158030,0,647449,0,0,0,0,0,0,0,0,0,0,5265347,63077755,0,0,0,0,0,0,0,0,0,0,38151935,795,0,0,0,150174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,4018377,0,0,0,0,0,50000000,0,0,50000000,59556250,0,0,7071873,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,3/31/2023 0:00:00,78,0,0,0,0,751995808,66273713,8744169,964130553,0,755351475,66273713,8744169,0,0,0,292,0,0,0,0,122022,2,0,0,0,0,0,0,0,9592802,0,1258094,0,0,0,0,0,0,0,0,0,0,0,682692,0,0,0,0,0,0,0,0,4804909,117226,257488,1636974,123392,1044722,172345,0,0,0,0,38761,38157,71243546,0,0,39566773,0,0,0,0,42712074,79228695,0,0,0,19744,5384,32650,2744,60733,0,2631,104409,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2,0,0,0,0,0,0,10850896,0,1879099,1763334,0,2454938,0,16925,1437586,0,0,0,0,0,0,955065411,3088464,50364873,0,0,0,0,0,0,0,0,0,0,119313204,1245,0,70623731,0,107526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,116739959,0,0,0,0,0,25000000,0,0,25000000,246445000,0,0,1442031,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2761864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3/31/2023 0:00:00,80,0,0,0,0,395715,0,0,485597,0,395715,0,0,0,0,0,0,0,0,0,0,102022,2,0,0,0,0,0,0,0,1883,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971,222,0,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52995,0,0,0,0,0,0,0,83,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2900,0,0,437,0,-3178,0,0,0,0,0,0,0,0,0,0,20,138262,0,0,0,0,0,0,0,0,0,0,89882,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3/31/2023 0:00:00,83,0,0,0,0,1584500051,130773179,9105292,2247479968,0,1619776587,142005699,9105292,0,0,0,834,0,0,0,0,122022,2,0,0,0,0,0,0,0,21758872,0,2743175,0,0,0,0,0,0,0,0,0,0,0,3886118,0,0,0,0,0,0,0,0,10245152,219582,1038728,2437575,654265,1171534,2244022,0,0,0,0,83181,774570,276195300,0,0,47734673,0,0,0,0,31043544,121927645,0,0,-32186,0,4930,80227,1870,98149,11931,3754,206946,0,0,0,0,0,0,0,0,0,0,0,0,0,456,17,0,0,0,0,0,0,24502047,0,9848125,6470841,0,6713443,0,1150000,435,0,0,0,0,0,0,2176433589,11151788,14626417,0,0,0,0,0,0,0,0,0,0,274236866,1255,0,1066359199,0,454775,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4801,72209221,0,0,0,0,0,194232709,9583636,20000000,223816345,713133986,0,0,6378283,1733.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,3/31/2023 0:00:00,85,0,0,0,0,169480422,5121796,1245761,192020026,0,169480422,5121796,1245761,0,0,0,47,0,0,0,0,122021,2,0,0,0,0,0,0,0,1107352,0,519508,0,0,0,0,0,0,0,0,0,0,0,153654,0,0,0,0,0,0,0,0,655798,1170,144529,360913,20071,106655,93287,0,0,0,0,7976,11563,10584964,0,0,15730772,0,0,0,0,4758003,6292390,0,0,4234,0,891,8034,664,13975,0,681,24245,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1626860,0,338746,109822,0,368822,0,0,0,0,0,0,0,0,0,0,654226,22808178,0,0,0,0,0,0,0,0,0,0,14742432,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33597335,0,0,141261,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3/31/2023 0:00:00,87,0,0,0,0,491278022,46900681,5444226,612162182,0,491378022,46900681,5444226,0,0,0,50,0,0,0,0,122022,2,0,0,0,0,0,0,0,4036660,0,818389,0,0,0,0,0,0,0,0,0,0,0,1204038,0,0,0,0,0,0,0,0,3498448,54009,196059,409944,141398,215905,564614,0,0,0,0,20308,15439,95185450,0,0,12420726,0,0,0,0,4742883,11938618,0,0,3098,66926,4828,24160,1283,41664,0,2198,74134,0,0,0,0,0,0,0,0,0,0,0,0,0,163,7,0,0,0,0,0,0,4864893,0,2259594,1167278,0,767224,0,1500000,470218,0,0,0,0,0,0,0,9083557,53981464,0,0,0,0,0,0,0,0,0,0,58352842,953,0,306905017,0,95961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,750000,296907747,0,0,458775,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,3/31/2023 0:00:00,88,0,0,0,0,36636987,10000,0,40015534,0,36636987,10000,0,0,0,0,5,0,0,0,0,92022,2,0,0,0,0,0,0,0,278399,0,42116,0,0,0,0,0,0,0,0,0,0,0,60786,0,0,0,0,0,0,0,0,165916,2633,32996,112954,8792,14184,26672,0,0,0,0,1708,2949,7931333,0,0,6380969,0,0,0,0,0,475713,0,0,0,0,6,1254,24,4998,403,39,6724,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,320515,0,100959,8055,0,25405,49315,0,31,0,0,0,0,0,0,0,303990,1590259,0,0,0,0,0,0,0,0,0,0,3096366,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,7257093,0,0,0,0,0,0,0,0,0,5000000,0,0,130722,1662.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,3/31/2023 0:00:00,89,0,0,0,0,1374911,0,0,2095955,0,1374911,0,0,0,0,0,4,0,0,0,0,122022,2,0,0,0,0,0,0,0,21130,0,2368,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,17177,0,0,1471,164,0,5520,0,1083,0,0,0,6061,0,0,0,0,0,0,0,0,0,526190,0,0,0,0,0,0,0,332,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24163,0,665,8835,0,-15483,0,830,0,0,0,0,0,0,0,0,10,1270528,0,0,0,0,0,0,0,0,0,0,727692,3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,3/31/2023 0:00:00,91,0,0,0,0,344903990,17194086,3126815,421395435,0,344905568,17194086,3126815,0,0,0,570,0,0,0,0,122022,2,0,0,0,0,0,0,0,4320635,0,460582,0,0,0,0,0,0,0,0,0,0,0,1485020,0,0,0,0,0,0,0,0,2491818,53681,176614,1735622,134258,202662,86390,0,0,0,0,16454,157272,80517250,0,0,48497128,0,0,0,0,17022061,38248710,0,0,0,0,1451,28249,346,43823,0,1045,74915,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1,0,0,0,0,0,0,4781217,0,2564744,302206,0,756525,0,637443,0,0,0,0,0,0,0,0,5367196,45389892,0,0,0,0,0,0,0,0,0,0,54215768,1279,0,0,0,852768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75703287,0,0,13230714,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3/31/2023 0:00:00,92,0,0,0,0,1375589397,16777399,7216226,1620183563,0,1375589397,16777399,7216226,0,0,0,137,0,0,0,0,32022,2,0,0,0,0,0,0,0,8149498,0,3460506,0,0,0,0,0,0,0,0,0,0,0,1503590,0,0,0,0,0,0,0,0,6382460,33571,668932,1765245,934487,501328,989555,0,2866,0,0,66244,171577,153624436,0,0,81380158,0,0,0,0,33486827,26606359,0,0,-9898,0,2795,75935,2715,145958,15,98,227516,0,0,0,0,0,0,0,0,0,0,0,0,0,289,20,0,0,0,0,0,0,11610004,0,4178853,993045,0,2813086,0,907843,603419,0,0,0,0,0,0,0,12928632,136725262,0,0,0,0,0,0,0,0,0,0,249444776,1540,0,57574504,0,94936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000000,0,0,21747804,1701.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
187,3/31/2023 0:00:00,100,0,0,0,0,23364202,568671,338798,28799085,0,23364202,568671,338798,0,0,0,12,0,0,0,0,122022,3,0,0,0,0,0,0,0,160860,0,137072,0,0,0,0,0,0,0,0,0,0,0,57745,0,0,0,0,0,0,0,0,154960,3000,30675,63458,14501,21682,129270,0,0,0,0,0,3847,3561843,0,0,1186540,0,0,0,0,0,1077885,0,0,0,0,126,2269,44,4088,0,83,6610,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,297932,0,96955,8317,0,-64806,0,196213,0,0,0,0,0,0,0,0,154326,9938488,0,0,0,0,0,0,0,0,0,0,3999922,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,219010,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
