"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017"
138,3/31/2023 0:00:00,72,WISe,0,0,2472019,13048140,0,72987,0,0,0,0,0,173726,0,3300,56,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2431,0,0,0,941,0,0,0,941,1,45687,47454,0,0,3461,0,0,339,3800,2,51177,16636,0,0,0,16636,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116610,0,0,61843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,16233094,28,3149689,0,0,0,0,0,339917,0,0,0,0,0,0,0
146,3/31/2023 0:00:00,74,WISe,1545812,0,1689167,0,0,0,0,0,0,0,0,11343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29224,0,0,0,0,0,0,0
147,3/31/2023 0:00:00,75,WISe,506050,0,655097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4069,0,0,0,0,0,0,0
150,3/31/2023 0:00:00,77,WISe,0,0,68343102,93584560,3546281,3546281,0,0,150174,0,0,30162218,28491424,0,0,201346,117311,0,0,0,0,0,93524,0,0,0,0,0,0,0,0,0,0,0,0,0,61264,0,0,0,0,0,0,136837,0,2660,288248,135543,327224,71419,0,534186,106,20460,176729,0,75,0,0,0,0,0,0,86060,0,0,0,0,0,0,553092,0,61266,0,0,61266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472229,86060,0,1242206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2613980,0,0,0,0,109,1404397,0,3795975,0,0,0,0,0,0,0
151,3/31/2023 0:00:00,78,WISe,0,0,53453337,117539986,5275411,5292336,0,0,107526,0,0,41331424,0,588559,141785,0,0,0,0,0,0,0,10673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177259,0,0,1386166,662514,515916,114845,0,1293275,144,81351,216115,0,43949,19209,0,0,0,19209,1,8712996,1644527,935017,146023,108984,2834551,17,2195385,604427,324873,33196,85226,1047722,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405402,0,0,3354958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,116739959,0,0,0,0,0,9087562,0,0,196867827,0,0,0,0
153,3/31/2023 0:00:00,80,WISe,300000,0,438282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,2463,0,0,0,0,0,0,0
159,3/31/2023 0:00:00,83,WISe,0,0,25778205,371012578,16783700,17933700,0,0,454775,0,798601,72246607,155351612,2298300,271663,430263,28569,0,3226,0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26433,2061,0,0,0,0,1810840,183900,181308,8772,20306,1493881,1407845,1214087,157967,0,2779899,291,238460,1801051,0,652002,428157,287114,74355,0,789626,45,4168293,276009,119050,297908,308107,1001074,11,616712,178570,125521,116421,0,420512,11,264216,0,0,0,0,0,0,0,0,0,0,0,0,0,103898,0,0,0,0,0,0,0,0,0,0,0,0,0,483261,0,0,0,0,0,1,0,0,0,29618,0,29618,0,0,0,0,0,0,0,0,184370,78847,285103,0,363950,4,0,0,0,0,0,0,0,15969,0,0,0,0,0,0,4540478,290273,2402669,8697876,2864189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675,43829927,0,0,0,0,1126,28379294,0,18031206,418193,0,141026891,56412634,133256982,538532,190208148
162,3/31/2023 0:00:00,85,WISe,33396539,601049,57459992,19650000,568101,568101,0,0,0,0,0,2744037,0,33608,8474,1616,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32425,0,0,47632,103780,47988,32137,0,183905,21,64281,42674,0,0,0,0,0,0,0,0,181503,0,0,0,0,0,0,597340,233000,0,0,0,233000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476160,16088,0,140875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517038,0,0,0,0,0,0,0
167,3/31/2023 0:00:00,87,WISe,38624000,0,101689021,66409350,7596736,9096736,0,80888,15073,0,1037,19273604,24757108,18038,7790,8844,744,8753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,6916,0,3142,13312,18144,2156,0,619,20919,8,0,108368,0,13652,16027,23345,0,0,39372,4,2461595,179375,0,0,6173,185548,4,24701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331972,0,0,116236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9844,3697615,0,0,10776398,8143497,11361374,281435,19786306
168,3/31/2023 0:00:00,88,WISe,9484000,0,11378249,744457,0,49315,0,0,0,0,0,246783,0,3,1096,0,963,0,0,0,155,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,26640,0,0,42345,0,42345,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,7257093,0,0,0,0,0,0,0,312460,0,0,0,0,0,0,0
169,3/31/2023 0:00:00,89,WISe,300000,0,1570538,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15890,0,0,0,7459,7459,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,15328,0,0,0,0,0,0,0
174,3/31/2023 0:00:00,91,WISe,3442780,0,54199868,47612733,1819000,2456443,0,0,178000,674768,198727,6033362,3341202,450962,99366,45666,882,0,1329,0,0,0,0,3880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65856,3360,0,372051,313372,438530,107582,19868,879352,273,95212,429816,0,238686,20956,38011,31190,14309,104466,16,614419,0,70273,24803,95766,190842,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311550,0,0,0,0,0,0,0,0,0,0,0,0,0,117875,0,0,0,504260,3,0,0,0,0,0,0,0,9006,0,0,0,0,0,1,1432832,413125,0,3619229,504260,504260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4479011,0,0,0,0,0,0,0
176,3/31/2023 0:00:00,92,WISe,0,0,149653894,599365866,0,907843,0,0,94936,0,0,43738209,0,249632,76823,421,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28425,0,0,142343,38066,60735,0,884,99685,40,23151,256066,0,0,0,15022,11909,0,26931,3,1712504,351543,84897,234030,0,670470,5,8226,106879,0,0,0,106879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804130,772196,0,1396606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10616959,0,0,148776000,0,14563000,45000,14608000
187,3/31/2023 0:00:00,100,WISe,5952000,0,16044814,992000,0,196213,0,0,0,0,0,312272,434113,4389,9750,36618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229869,4033,3666,0,0,7699,2,21123,52332,0,26467,0,55000,0,0,55000,1,0,128987,0,164615,0,293602,2,157465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206475,0,0,308079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289615,0,0,0,0,0,0,0
195,3/31/2023 0:00:00,104,WISe,248000,0,1591205,0,0,6961,0,0,0,0,0,58273,0,5251,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,13647,0,15478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,0,0,38700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,176458,0,0,0,0,0,0,0,159049,0,0,0,0,0,0,0
196,3/31/2023 0:00:00,105,WISe,0,0,163657954,240059920,21505220,23735856,0,0,1071082,0,0,69275074,90284889,490404,353190,99970,9399,0,0,0,128645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477797,0,89471,150295,115072,172491,0,0,287563,68,546117,1037144,0,1899,0,51,0,0,51,1,3505158,1523662,2035371,1510738,1296124,6365895,30,1348636,567837,297508,920709,96367,1882421,29,0,0,0,0,7710,7710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68526,0,0,65865,65865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4357100,34256,0,3950355,131730,0,0,0,0,0,157200000,2797267,0,0,0,0,0,0,0,0,0,0,39864,1032882733,1973,55651602,0,0,368,6251354,0,22767804,346277,0,521626657,8624075,45106539,0,53730614
198,3/31/2023 0:00:00,107,WISe,17608000,0,18535769,15665758,0,33333,0,0,0,0,0,2170774,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5007,0,5007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,8506340,0,0,0,0,0,201259,0,0,0,0,0,0,0
199,3/31/2023 0:00:00,108,WISe,100000,0,24814862,44120220,91500,564801,0,0,75482,0,0,1618912,0,45943,11067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42909,6332,6011,0,0,12343,4,26249,59758,0,2860,65,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92404,0,0,14158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,48566414,0,0,0,0,0,0,0,1636825,0,0,0,0,0,0,0
200,3/31/2023 0:00:00,109,WISe,5856015,0,6597608,0,0,64796,0,0,0,0,0,53889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8890,0,0,0,0,0,2,0,38084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38084,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73518,0,0,0,0,0,0,0
205,3/31/2023 0:00:00,112,WISe,11963000,0,42647490,59694170,72200,1643619,0,0,11800,0,172168,3725156,0,17856,1718,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45146,0,0,30643,0,4459,0,0,4459,1,0,27586,0,0,0,155,11714,673,12542,5,2315457,98515,61923,268358,519970,948766,20,0,0,0,0,0,0,0,482131,65619,0,0,0,65619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236866,0,0,927635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4453,75112411,0,0,0,0,0,0,0,2016027,0,0,0,0,0,0,0
216,3/31/2023 0:00:00,116,WISe,38801030,0,45504799,18889970,0,0,0,0,0,0,0,929954,0,0,0,0,0,0,0,0,1050,3881,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12403,0,0,1589,1864,1749,0,0,3613,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143467,0,0,0,20308,20308,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14267,0,0,86997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4547,0,0,0,0,0,0,0,454949,0,0,0,0,0,0,0
220,3/31/2023 0:00:00,117,WISE,7936000,0,17196759,1983368,0,214221,0,0,0,0,0,79779,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581,0,0,0,0,0,0,0,0,0,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240370,0,0,0,0,0,0,0
224,3/31/2023 0:00:00,119,WISe,17705000,0,42470372,8687037,0,1551898,0,0,61455,0,0,9892891,0,155440,50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21700,14435,5064,68925,70306,47421,423,0,118150,42,0,40248,0,21802,15,19,0,0,34,2,0,0,0,0,0,0,0,49681,0,0,0,0,0,0,0,1701,0,0,0,1701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153469,76009,0,61086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,27347493,0,0,0,0,0,0,0,1991749,0,0,0,0,0,0,0
227,3/31/2023 0:00:00,121,WISe,2964141,0,710834705,2755420402,142781400,148856902,5584016,306593,16585862,0,114961699,1667391583,1159518480,63378253,6696280,3045124,295446,0,0,315745,77704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404367,0,0,0,0,10336935,901942,14390541,0,1124152,33284134,26327979,65781447,16510768,17059,108637253,12353,8737599,42195172,0,6496263,2527255,5102169,1092350,51458,8773232,382,27639114,19753636,10607866,6749670,7255460,44366632,130,11333404,5746739,6989075,4652902,5267224,22655940,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289736,0,0,82412,1155279,1237691,4,0,0,0,0,0,0,0,2105775,3204650,680780,51238482,56091064,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121770225,55984,25146855,358637664,87320606,967152,350000000,4070645,0,0,9557831900,334008465,0,0,0,0,990389711,2601128,0,0,0,0,62724,1148624593,15068,10385746695,0,0,35656,467742436,0,269188296,2404848,-68285,9334478505,280014778,2915982539,313660514,3509657831
233,3/31/2023 0:00:00,124,WISe,248000,0,5743806,16581712,707702,707702,0,0,28250,0,0,5093969,0,62735,8854,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16647,162,0,193398,4041,40366,0,0,44407,7,0,44005,0,0,0,0,0,0,0,0,982567,0,0,217667,571963,789630,3,0,0,0,0,0,0,0,104577,0,40243,29593,0,69836,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64855,831751,0,54416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047,37369713,0,0,0,0,0,0,0,1417746,0,0,0,0,0,0,0
234,3/31/2023 0:00:00,125,WISe,13684000,0,28731509,30236000,0,469978,0,0,0,0,0,266896,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38189,38189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489309,0,0,0,0,0,0,0
240,3/31/2023 0:00:00,128,WISe,5794000,0,44668856,343926,1549378,2050904,0,0,0,0,0,328459,0,63,4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18025,0,0,0,13868,20310,11696,0,45874,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87437,77265,0,164702,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31893,0,0,333165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,13071779,0,0,0,0,0,0,0,726719,0,0,0,0,0,0,0
242,3/31/2023 0:00:00,129,WISe,6986933,0,19085653,20309777,296500,409799,0,0,77358,0,0,8814141,0,71271,14156,55250,15634,0,350,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,38173,5906,25899,0,0,31805,12,0,125664,0,374700,66109,17084,0,9236,92429,8,1041019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198054,0,0,248075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213543,0,0,0,0,0,0,0
